REGION,SUBREGION,COUNTRY,DS,ORGCD,Total Sum of Count
Africa,Sub-Saharan Africa,Malawi,Lilongwe,ILO,11
Africa,Sub-Saharan Africa,Malawi,Lilongwe,IOM,1
Africa,Sub-Saharan Africa,Malawi,Lilongwe,UN,10
Africa,Sub-Saharan Africa,Malawi,Lilongwe,UN WOMEN,10
Africa,Sub-Saharan Africa,Malawi,Lilongwe,UNAIDS,6
Africa,Sub-Saharan Africa,Malawi,Lilongwe,UNDP,66
Africa,Sub-Saharan Africa,Malawi,Lilongwe,UNESCO,1
Africa,Sub-Saharan Africa,Malawi,Lilongwe,UNFPA,32
Africa,Sub-Saharan Africa,Malawi,Lilongwe,UNHCR,24
Africa,Sub-Saharan Africa,Malawi,Lilongwe,UNICEF,131
Africa,Sub-Saharan Africa,Malawi,Lilongwe,WFP,97
Africa,Sub-Saharan Africa,Malawi,Lilongwe,WHO,25
Africa,Sub-Saharan Africa,Mali,Bamako,FAO,11
Africa,Sub-Saharan Africa,Mali,Bamako,IFAD,1
Africa,Sub-Saharan Africa,Mali,Bamako,ILO,9
Africa,Sub-Saharan Africa,Mali,Bamako,IOM,46
Africa,Sub-Saharan Africa,Mali,Bamako,UN,978
Africa,Sub-Saharan Africa,Mali,Bamako,UN WOMEN,19
Africa,Sub-Saharan Africa,Mali,Bamako,UNAIDS,6
Africa,Sub-Saharan Africa,Mali,Bamako,UNDP,54
Africa,Sub-Saharan Africa,Mali,Bamako,UNESCO,11
Africa,Sub-Saharan Africa,Mali,Bamako,UNFPA,35
Africa,Sub-Saharan Africa,Mali,Bamako,UNHCR,51
Africa,Sub-Saharan Africa,Mali,Bamako,UNICEF,122
Africa,Sub-Saharan Africa,Mali,Bamako,UNIDO,1
Africa,Sub-Saharan Africa,Mali,Bamako,UNOPS,16
Africa,Sub-Saharan Africa,Mali,Bamako,WFP,100
Africa,Sub-Saharan Africa,Mali,Bamako,WHO,27
Africa,Sub-Saharan Africa,Mali,Gao,IOM,4
Africa,Sub-Saharan Africa,Mali,Gao,UN,233
Africa,Sub-Saharan Africa,Mali,Gao,UN WOMEN,2
Africa,Sub-Saharan Africa,Mali,Gao,UNFPA,2
Africa,Sub-Saharan Africa,Mali,Gao,UNHCR,17
Africa,Sub-Saharan Africa,Mali,Gao,UNICEF,15
Africa,Sub-Saharan Africa,Mali,Gao,UNOPS,4
Africa,Sub-Saharan Africa,Mali,Gao,WFP,11
Africa,Sub-Saharan Africa,Mali,Kayes,IOM,6
Africa,Sub-Saharan Africa,Mali,Kayes,UNICEF,12
Africa,Sub-Saharan Africa,Mali,Kayes,WFP,4
Africa,Sub-Saharan Africa,Mali,Kidal,UN,112
Africa,Sub-Saharan Africa,Mali,Kidal,UNOPS,1
Africa,Sub-Saharan Africa,Mali,Koulikoro,WFP,3
Africa,Sub-Saharan Africa,Mali,Menaka,UN,41
Africa,Sub-Saharan Africa,Mali,Mopti,IOM,2
Africa,Sub-Saharan Africa,Mali,Mopti,UN,154
Africa,Sub-Saharan Africa,Mali,Mopti,UN WOMEN,1
Africa,Sub-Saharan Africa,Mali,Mopti,UNDP,1
Africa,Sub-Saharan Africa,Mali,Mopti,UNFPA,3
Africa,Sub-Saharan Africa,Mali,Mopti,UNHCR,11
Africa,Sub-Saharan Africa,Mali,Mopti,UNICEF,24
Africa,Sub-Saharan Africa,Mali,Mopti,UNOPS,2
Africa,Sub-Saharan Africa,Mali,Mopti,WFP,21
Africa,Sub-Saharan Africa,Mali,Sikasso,UNICEF,14
Africa,Sub-Saharan Africa,Mali,Tessalit,UN,25
Africa,Sub-Saharan Africa,Mali,Tomboctou,IOM,3
Africa,Sub-Saharan Africa,Mali,Tomboctou,UN,166
Africa,Sub-Saharan Africa,Mali,Tomboctou,UNHCR,12
Africa,Sub-Saharan Africa,Mali,Tomboctou,UNICEF,11
Africa,Sub-Saharan Africa,Mali,Tomboctou,WFP,15
Africa,Sub-Saharan Africa,Mauritania,Bassikounou,ILO,1
Africa,Sub-Saharan Africa,Mauritania,Bassikounou,UNHCR,39
Africa,Sub-Saharan Africa,Mauritania,Bassikounou,UNICEF,8
Africa,Sub-Saharan Africa,Mauritania,Kaedi,WFP,6
Africa,Sub-Saharan Africa,Mauritania,Kiffa,UNICEF,1
Africa,Sub-Saharan Africa,Mauritania,Nouadhibou,UNHCR,3
Africa,Sub-Saharan Africa,Mauritania,Nouakchott,FAO,6
Africa,Sub-Saharan Africa,Mauritania,Nouakchott,ILO,25
Africa,Sub-Saharan Africa,Mauritania,Nouakchott,IOM,14
Africa,Sub-Saharan Africa,Mauritania,Nouakchott,UN,30
Africa,Sub-Saharan Africa,Mauritania,Nouakchott,UNAIDS,3
Africa,Sub-Saharan Africa,Mauritania,Nouakchott,UNDP,30
Africa,Sub-Saharan Africa,Mauritania,Nouakchott,UNESCO,2
Africa,Sub-Saharan Africa,Mauritania,Nouakchott,UNFPA,19
Africa,Sub-Saharan Africa,Mauritania,Nouakchott,UNHCR,30
Africa,Sub-Saharan Africa,Mauritania,Nouakchott,UNICEF,55
Africa,Sub-Saharan Africa,Mauritania,Nouakchott,WFP,45
Africa,Sub-Saharan Africa,Mauritania,Nouakchott,WHO,19
Africa,Sub-Saharan Africa,Mauritania,Other,WFP,11
Africa,Sub-Saharan Africa,Mauritania,Selibaby,ILO,1
Africa,Sub-Saharan Africa,Mauritius,Port Louis,ILO,1
Africa,Sub-Saharan Africa,Mauritius,Port Louis,IOM,3
Africa,Sub-Saharan Africa,Mauritius,Port Louis,UN,7
Africa,Sub-Saharan Africa,Mauritius,Port Louis,UNDP,20
Africa,Sub-Saharan Africa,Mauritius,Port Louis,UNOPS,1
Africa,Sub-Saharan Africa,Mauritius,Port Louis,WHO,11
Africa,Sub-Saharan Africa,Mozambique,Beira,UNDP,2
Africa,Sub-Saharan Africa,Mozambique,Beira,UNICEF,7
Africa,Sub-Saharan Africa,Mozambique,Beira,WFP,10
Africa,Sub-Saharan Africa,Mozambique,Maputo,FAO,17
Africa,Sub-Saharan Africa,Mozambique,Maputo,IFAD,2
Africa,Sub-Saharan Africa,Mozambique,Maputo,ILO,13
Africa,Sub-Saharan Africa,Mozambique,Maputo,IOM,19
Africa,Sub-Saharan Africa,Mozambique,Maputo,UN,20
Africa,Sub-Saharan Africa,Mozambique,Maputo,UN WOMEN,7
Africa,Sub-Saharan Africa,Mozambique,Maputo,UNAIDS,7
Africa,Sub-Saharan Africa,Mozambique,Maputo,UNDP,38
Africa,Sub-Saharan Africa,Mozambique,Maputo,UNESCO,10
Africa,Sub-Saharan Africa,Mozambique,Maputo,UNFPA,38
Africa,Sub-Saharan Africa,Mozambique,Maputo,UNHCR,22
Africa,Sub-Saharan Africa,Mozambique,Maputo,UNICEF,115
Africa,Sub-Saharan Africa,Mozambique,Maputo,UNIDO,3
Africa,Sub-Saharan Africa,Mozambique,Maputo,UNU,4
Africa,Sub-Saharan Africa,Mozambique,Maputo,WFP,55
Africa,Sub-Saharan Africa,Mozambique,Maputo,WHO,41
Africa,Sub-Saharan Africa,Mozambique,Nampula,UNFPA,1
Africa,Sub-Saharan Africa,Mozambique,Nampula,UNHCR,12
Africa,Sub-Saharan Africa,Mozambique,Nampula,UNICEF,8
Africa,Sub-Saharan Africa,Mozambique,Nampula,WFP,2
Africa,Sub-Saharan Africa,Mozambique,Pemba,IOM,6
Africa,Sub-Saharan Africa,Mozambique,Pemba,UN,2
Africa,Sub-Saharan Africa,Mozambique,Pemba,UNDP,4
Africa,Sub-Saharan Africa,Mozambique,Pemba,UNFPA,2
Africa,Sub-Saharan Africa,Mozambique,Pemba,UNHCR,17
Africa,Sub-Saharan Africa,Mozambique,Pemba,UNICEF,7
Africa,Sub-Saharan Africa,Mozambique,Pemba,WFP,3
Africa,Sub-Saharan Africa,Mozambique,Quelimane,FAO,1
Africa,Sub-Saharan Africa,Mozambique,Quelimane,UNICEF,10
Africa,Sub-Saharan Africa,Mozambique,Sofala,UNFPA,2
Africa,Sub-Saharan Africa,Mozambique,Tete,UNFPA,1
Africa,Sub-Saharan Africa,Mozambique,Tete,WFP,7
Africa,Sub-Saharan Africa,Mozambique,Xai Xai,WFP,2
Africa,Sub-Saharan Africa,Namibia,Windhoek,FAO,6
Africa,Sub-Saharan Africa,Namibia,Windhoek,ILO,2
Africa,Sub-Saharan Africa,Namibia,Windhoek,UN,11
Africa,Sub-Saharan Africa,Namibia,Windhoek,UNAIDS,6
Africa,Sub-Saharan Africa,Namibia,Windhoek,UNDP,18
Africa,Sub-Saharan Africa,Namibia,Windhoek,UNESCO,10
Africa,Sub-Saharan Africa,Namibia,Windhoek,UNFPA,12
Africa,Sub-Saharan Africa,Namibia,Windhoek,UNHCR,5
Africa,Sub-Saharan Africa,Namibia,Windhoek,UNICEF,28
Africa,Sub-Saharan Africa,Namibia,Windhoek,UNOPS,1
Africa,Sub-Saharan Africa,Namibia,Windhoek,WFP,4
Africa,Sub-Saharan Africa,Namibia,Windhoek,WHO,16
Africa,Sub-Saharan Africa,Niger,Abala,UNHCR,13
Africa,Sub-Saharan Africa,Niger,Agadez,IOM,22
Africa,Sub-Saharan Africa,Niger,Agadez,UNHCR,19
Africa,Sub-Saharan Africa,Niger,Agadez,UNICEF,5
Africa,Sub-Saharan Africa,Niger,Agadez,WFP,7
Africa,Sub-Saharan Africa,Niger,Arlit,IOM,8
Africa,Sub-Saharan Africa,Niger,Diffa,IOM,7
Africa,Sub-Saharan Africa,Niger,Diffa,UN,5
Africa,Sub-Saharan Africa,Niger,Diffa,UNDP,1
Africa,Sub-Saharan Africa,Niger,Diffa,UNHCR,37
Africa,Sub-Saharan Africa,Niger,Diffa,UNICEF,21
Africa,Sub-Saharan Africa,Niger,Diffa,WFP,22
Africa,Sub-Saharan Africa,Niger,Diffa,WHO,2
Africa,Sub-Saharan Africa,Niger,Maradi,IOM,2
Africa,Sub-Saharan Africa,Niger,Maradi,UN,3
Africa,Sub-Saharan Africa,Niger,Maradi,UNHCR,21
Africa,Sub-Saharan Africa,Niger,Maradi,UNICEF,28
Africa,Sub-Saharan Africa,Niger,Maradi,WFP,23
Africa,Sub-Saharan Africa,Niger,Maradi,WHO,2
Africa,Sub-Saharan Africa,Niger,Niamey,FAO,13
Africa,Sub-Saharan Africa,Niger,Niamey,IFAD,1
Africa,Sub-Saharan Africa,Niger,Niamey,ILO,6
Africa,Sub-Saharan Africa,Niger,Niamey,IOM,88
Africa,Sub-Saharan Africa,Niger,Niamey,UN,55
Africa,Sub-Saharan Africa,Niger,Niamey,UN WOMEN,4
Africa,Sub-Saharan Africa,Niger,Niamey,UNAIDS,4
Africa,Sub-Saharan Africa,Niger,Niamey,UNDP,52
Africa,Sub-Saharan Africa,Niger,Niamey,UNESCO,3
Africa,Sub-Saharan Africa,Niger,Niamey,UNFPA,32
Africa,Sub-Saharan Africa,Niger,Niamey,UNHCR,118
Africa,Sub-Saharan Africa,Niger,Niamey,UNICEF,108
Africa,Sub-Saharan Africa,Niger,Niamey,UNOPS,1
Africa,Sub-Saharan Africa,Niger,Niamey,WFP,136
Africa,Sub-Saharan Africa,Niger,Niamey,WHO,36
Africa,Sub-Saharan Africa,Niger,Ouallam,UNHCR,11
Africa,Sub-Saharan Africa,Niger,Tahoua,IOM,6
Africa,Sub-Saharan Africa,Niger,Tahoua,UN,2
Africa,Sub-Saharan Africa,Niger,Tahoua,UNFPA,4
Africa,Sub-Saharan Africa,Niger,Tahoua,UNHCR,12
Africa,Sub-Saharan Africa,Niger,Tahoua,UNICEF,17
Africa,Sub-Saharan Africa,Niger,Tahoua,WFP,23
Africa,Sub-Saharan Africa,Niger,Tahoua,WHO,1
Africa,Sub-Saharan Africa,Niger,Tillabery,ILO,2
Africa,Sub-Saharan Africa,Niger,Tillabery,IOM,3
Africa,Sub-Saharan Africa,Niger,Tillabery,UN,7
Africa,Sub-Saharan Africa,Niger,Tillabery,UNHCR,21
Africa,Sub-Saharan Africa,Niger,Tillabery,WHO,1
Africa,Sub-Saharan Africa,Niger,Zinder,IOM,2
Africa,Sub-Saharan Africa,Niger,Zinder,UN,1
Africa,Sub-Saharan Africa,Niger,Zinder,WFP,22
Africa,Sub-Saharan Africa,Nigeria,Abuja,FAO,9
Africa,Sub-Saharan Africa,Nigeria,Abuja,IFAD,6
Africa,Sub-Saharan Africa,Nigeria,Abuja,ILO,25
Africa,Sub-Saharan Africa,Nigeria,Abuja,IOM,38
Africa,Sub-Saharan Africa,Nigeria,Abuja,UN,41
Africa,Sub-Saharan Africa,Nigeria,Abuja,UN WOMEN,8
Africa,Sub-Saharan Africa,Nigeria,Abuja,UNAIDS,15
Africa,Sub-Saharan Africa,Nigeria,Abuja,UNDP,74
Africa,Sub-Saharan Africa,Nigeria,Abuja,UNESCO,14
Africa,Sub-Saharan Africa,Nigeria,Abuja,UNFPA,35
Africa,Sub-Saharan Africa,Nigeria,Abuja,UNHCR,43
Africa,Sub-Saharan Africa,Nigeria,Abuja,UNICEF,137
Africa,Sub-Saharan Africa,Nigeria,Abuja,UNIDO,8
Africa,Sub-Saharan Africa,Nigeria,Abuja,WFP,99
Africa,Sub-Saharan Africa,Nigeria,Abuja,WHO,127
Africa,Sub-Saharan Africa,Nigeria,Abuja,WIPO,1
Africa,Sub-Saharan Africa,Nigeria,Abuja,WMO,5
Africa,Sub-Saharan Africa,Nigeria,Adikpo,UNHCR,10
Africa,Sub-Saharan Africa,Nigeria,Akure,UNICEF,13
Africa,Sub-Saharan Africa,Nigeria,Bama,UNDP,1
Africa,Sub-Saharan Africa,Nigeria,Bama,UNHCR,1
Africa,Sub-Saharan Africa,Nigeria,Banki,UNDP,1
Africa,Sub-Saharan Africa,Nigeria,Banki,UNHCR,1
Africa,Sub-Saharan Africa,Nigeria,Bauchi,UNFPA,2
Africa,Sub-Saharan Africa,Nigeria,Bauchi,UNICEF,34
Africa,Sub-Saharan Africa,Nigeria,Bauchi,WHO,23
Africa,Sub-Saharan Africa,Nigeria,Calabar,UNFPA,6
Africa,Sub-Saharan Africa,Nigeria,Calabar,UNHCR,6
Africa,Sub-Saharan Africa,Nigeria,Damaturu,UN,4
Africa,Sub-Saharan Africa,Nigeria,Damaturu,UNDP,1
Africa,Sub-Saharan Africa,Nigeria,Damaturu,UNFPA,2
Africa,Sub-Saharan Africa,Nigeria,Damaturu,WFP,44
Africa,Sub-Saharan Africa,Nigeria,Damaturu,WHO,7
Africa,Sub-Saharan Africa,Nigeria,Dutse,UNDP,1
Africa,Sub-Saharan Africa,Nigeria,Enugu,UN,1
Africa,Sub-Saharan Africa,Nigeria,Enugu,UNICEF,26
Africa,Sub-Saharan Africa,Nigeria,Enugu,WHO,13
Africa,Sub-Saharan Africa,Nigeria,Gembu,UNHCR,1
Africa,Sub-Saharan Africa,Nigeria,Gombe,UNFPA,4
Africa,Sub-Saharan Africa,Nigeria,Gwoza,UNDP,1
Africa,Sub-Saharan Africa,Nigeria,Gwoza,UNHCR,1
Africa,Sub-Saharan Africa,Nigeria,Ibadan,UNFPA,1
Africa,Sub-Saharan Africa,Nigeria,Ibadan,WHO,17
Africa,Sub-Saharan Africa,Nigeria,Jos,WHO,4
Africa,Sub-Saharan Africa,Nigeria,Kaduna,UN,2
Africa,Sub-Saharan Africa,Nigeria,Kaduna,UNFPA,6
Africa,Sub-Saharan Africa,Nigeria,Kaduna,UNICEF,22
Africa,Sub-Saharan Africa,Nigeria,Kaduna,WHO,6
Africa,Sub-Saharan Africa,Nigeria,Kano,UNDP,1
Africa,Sub-Saharan Africa,Nigeria,Kano,UNICEF,37
Africa,Sub-Saharan Africa,Nigeria,Kano,WFP,2
Africa,Sub-Saharan Africa,Nigeria,Kano,WHO,18
Africa,Sub-Saharan Africa,Nigeria,Katsina,WHO,2
Africa,Sub-Saharan Africa,Nigeria,Koko-Ogheye,WHO,3
Africa,Sub-Saharan Africa,Nigeria,Lagos,FAO,2
Africa,Sub-Saharan Africa,Nigeria,Lagos,IOM,17
Africa,Sub-Saharan Africa,Nigeria,Lagos,UN,8
Africa,Sub-Saharan Africa,Nigeria,Lagos,UN WOMEN,1
Africa,Sub-Saharan Africa,Nigeria,Lagos,UNAIDS,1
Africa,Sub-Saharan Africa,Nigeria,Lagos,UNDP,9
Africa,Sub-Saharan Africa,Nigeria,Lagos,UNFPA,12
Africa,Sub-Saharan Africa,Nigeria,Lagos,UNHCR,4
Africa,Sub-Saharan Africa,Nigeria,Lagos,UNICEF,15
Africa,Sub-Saharan Africa,Nigeria,Lagos,UNIDO,1
Africa,Sub-Saharan Africa,Nigeria,Lagos,WFP,2
Africa,Sub-Saharan Africa,Nigeria,Lagos,WHO,15
Africa,Sub-Saharan Africa,Nigeria,Maiduguri,FAO,2
Africa,Sub-Saharan Africa,Nigeria,Maiduguri,IOM,9
Africa,Sub-Saharan Africa,Nigeria,Maiduguri,UN,42
Africa,Sub-Saharan Africa,Nigeria,Maiduguri,UN WOMEN,1
Africa,Sub-Saharan Africa,Nigeria,Maiduguri,UNDP,44
Africa,Sub-Saharan Africa,Nigeria,Maiduguri,UNFPA,5
Africa,Sub-Saharan Africa,Nigeria,Maiduguri,UNHCR,43
Africa,Sub-Saharan Africa,Nigeria,Maiduguri,UNICEF,52
Africa,Sub-Saharan Africa,Nigeria,Maiduguri,UNOPS,1
Africa,Sub-Saharan Africa,Nigeria,Maiduguri,WFP,128
Africa,Sub-Saharan Africa,Nigeria,Maiduguri,WHO,29
Africa,Sub-Saharan Africa,Nigeria,Minna,WHO,12
Africa,Sub-Saharan Africa,Nigeria,Moguno,UNDP,1
Africa,Sub-Saharan Africa,Nigeria,Moguno,UNHCR,1
Africa,Sub-Saharan Africa,Nigeria,Mubi,UNHCR,4
Africa,Sub-Saharan Africa,Nigeria,Ngala,UNDP,1
Africa,Sub-Saharan Africa,Nigeria,Ogoja,UNHCR,34
Africa,Sub-Saharan Africa,Nigeria,Port Harcourt,UN,1
Africa,Sub-Saharan Africa,Nigeria,Port Harcourt,UNICEF,12
Africa,Sub-Saharan Africa,Nigeria,Port Harcourt,WFP,1
Africa,Sub-Saharan Africa,Nigeria,Port Harcourt,WHO,11
Africa,Sub-Saharan Africa,Nigeria,Sokoto,UNDP,1
Africa,Sub-Saharan Africa,Nigeria,Sokoto,UNFPA,2
Africa,Sub-Saharan Africa,Nigeria,Sokoto,UNICEF,28
Africa,Sub-Saharan Africa,Nigeria,Sokoto,WHO,12
Africa,Sub-Saharan Africa,Nigeria,Takum,UNHCR,6
Africa,Sub-Saharan Africa,Nigeria,Umuahia,WHO,1
Africa,Sub-Saharan Africa,Nigeria,Yola,IOM,1
Africa,Sub-Saharan Africa,Nigeria,Yola,UN,3
Africa,Sub-Saharan Africa,Nigeria,Yola,UNDP,2
Africa,Sub-Saharan Africa,Nigeria,Yola,UNFPA,2
Africa,Sub-Saharan Africa,Nigeria,Yola,UNHCR,6
Africa,Sub-Saharan Africa,Nigeria,Zamfara,WHO,2
Africa,Sub-Saharan Africa,Rwanda,Butare,UNHCR,14
Africa,Sub-Saharan Africa,Rwanda,Butare,WFP,7
Africa,Sub-Saharan Africa,Rwanda,Byumba,UNHCR,12
Africa,Sub-Saharan Africa,Rwanda,Kabarore,UNHCR,8
Africa,Sub-Saharan Africa,Rwanda,Kibuye,UNHCR,20
Africa,Sub-Saharan Africa,Rwanda,Kigali,FAO,6
Africa,Sub-Saharan Africa,Rwanda,Kigali,IFAD,1
Africa,Sub-Saharan Africa,Rwanda,Kigali,IOM,52
Africa,Sub-Saharan Africa,Rwanda,Kigali,UN,61
Africa,Sub-Saharan Africa,Rwanda,Kigali,UN WOMEN,7
Africa,Sub-Saharan Africa,Rwanda,Kigali,UNAIDS,5
Africa,Sub-Saharan Africa,Rwanda,Kigali,UNDP,48
Africa,Sub-Saharan Africa,Rwanda,Kigali,UNFPA,22
Africa,Sub-Saharan Africa,Rwanda,Kigali,UNHCR,95
Africa,Sub-Saharan Africa,Rwanda,Kigali,UNICEF,73
Africa,Sub-Saharan Africa,Rwanda,Kigali,UNIDO,1
Africa,Sub-Saharan Africa,Rwanda,Kigali,WFP,74
Africa,Sub-Saharan Africa,Rwanda,Kigali,WHO,19
Africa,Sub-Saharan Africa,Rwanda,Kirehe,UNHCR,23
Africa,Sub-Saharan Africa,Rwanda,Kirehe,WFP,1
Africa,Sub-Saharan Africa,Sao Tome and Principe,Sao Tome,FAO,2
Africa,Sub-Saharan Africa,Sao Tome and Principe,Sao Tome,ILO,3
Africa,Sub-Saharan Africa,Sao Tome and Principe,Sao Tome,UN,8
Africa,Sub-Saharan Africa,Sao Tome and Principe,Sao Tome,UNDP,21
Africa,Sub-Saharan Africa,Sao Tome and Principe,Sao Tome,UNFPA,6
Africa,Sub-Saharan Africa,Sao Tome and Principe,Sao Tome,UNICEF,16
Africa,Sub-Saharan Africa,Sao Tome and Principe,Sao Tome,WFP,5
Africa,Sub-Saharan Africa,Sao Tome and Principe,Sao Tome,WHO,9
Africa,Sub-Saharan Africa,Senegal,Dakar,FAO,29
Africa,Sub-Saharan Africa,Senegal,Dakar,ICAO,24
Africa,Sub-Saharan Africa,Senegal,Dakar,IFAD,15
Africa,Sub-Saharan Africa,Senegal,Dakar,ILO,41
Africa,Sub-Saharan Africa,Senegal,Dakar,IOM,84
Africa,Sub-Saharan Africa,Senegal,Dakar,ITU,3
Africa,Sub-Saharan Africa,Senegal,Dakar,UN,214
Africa,Sub-Saharan Africa,Senegal,Dakar,UN WOMEN,28
Africa,Sub-Saharan Africa,Senegal,Dakar,UNAIDS,18
Africa,Sub-Saharan Africa,Senegal,Dakar,UNDP,103
Africa,Sub-Saharan Africa,Senegal,Dakar,UNESCO,70
Africa,Sub-Saharan Africa,Senegal,Dakar,UNFPA,71
Africa,Sub-Saharan Africa,Senegal,Dakar,UNHCR,125
Africa,Sub-Saharan Africa,Senegal,Dakar,UNICEF,203
Africa,Sub-Saharan Africa,Senegal,Dakar,UNIDO,3
Africa,Sub-Saharan Africa,Senegal,Dakar,UNOPS,3
Africa,Sub-Saharan Africa,Senegal,Dakar,WFP,150
Africa,Sub-Saharan Africa,Senegal,Dakar,WHO,37
Africa,Sub-Saharan Africa,Senegal,Kolda,UNICEF,8
Africa,Sub-Saharan Africa,Senegal,Ziguinchor,WFP,1
Africa,Sub-Saharan Africa,Seychelles,Victoria,FAO,16
Africa,Sub-Saharan Africa,Seychelles,Victoria,UN,1
Africa,Sub-Saharan Africa,Seychelles,Victoria,WHO,5
Africa,Sub-Saharan Africa,Sierra Leone,Freetown,FAO,6
Africa,Sub-Saharan Africa,Sierra Leone,Freetown,IFAD,1
Africa,Sub-Saharan Africa,Sierra Leone,Freetown,IOM,19
Africa,Sub-Saharan Africa,Sierra Leone,Freetown,UN,12
Africa,Sub-Saharan Africa,Sierra Leone,Freetown,UN WOMEN,3
Africa,Sub-Saharan Africa,Sierra Leone,Freetown,UNAIDS,4
Africa,Sub-Saharan Africa,Sierra Leone,Freetown,UNDP,49
Africa,Sub-Saharan Africa,Sierra Leone,Freetown,UNFPA,33
Africa,Sub-Saharan Africa,Sierra Leone,Freetown,UNICEF,92
Africa,Sub-Saharan Africa,Sierra Leone,Freetown,UNIDO,2
Africa,Sub-Saharan Africa,Sierra Leone,Freetown,WFP,39
Africa,Sub-Saharan Africa,Sierra Leone,Freetown,WHO,52
Africa,Sub-Saharan Africa,Sierra Leone,Kamakwie,IOM,2
Africa,Sub-Saharan Africa,Sierra Leone,Kenema,UNICEF,7
Africa,Sub-Saharan Africa,Sierra Leone,Kenema,WFP,1
Africa,Sub-Saharan Africa,Sierra Leone,Makeni,UNICEF,3
Africa,Sub-Saharan Africa,Somalia,Baidoa,ILO,2
Africa,Sub-Saharan Africa,Somalia,Baidoa,UN,40
Africa,Sub-Saharan Africa,Somalia,Baidoa,UNDP,1
Africa,Sub-Saharan Africa,Somalia,Baidoa,UNHCR,6
Africa,Sub-Saharan Africa,Somalia,Baidoa,UNICEF,13
Africa,Sub-Saharan Africa,Somalia,Baidoa,WFP,11
Africa,Sub-Saharan Africa,Somalia,Baidoa,WHO,2
Africa,Sub-Saharan Africa,Somalia,Bardera,IOM,1
Africa,Sub-Saharan Africa,Somalia,Belet Weyne,UN,20
Africa,Sub-Saharan Africa,Somalia,Belet Weyne,UNDP,1
Africa,Sub-Saharan Africa,Somalia,Belet Weyne,WFP,9
Africa,Sub-Saharan Africa,Somalia,Berbera,UNHCR,2
Africa,Sub-Saharan Africa,Somalia,Berbera,WFP,11
Africa,Sub-Saharan Africa,Somalia,Bosaso,IOM,3
Africa,Sub-Saharan Africa,Somalia,Bosaso,UN,4
Africa,Sub-Saharan Africa,Somalia,Bosaso,UNDP,1
Africa,Sub-Saharan Africa,Somalia,Bosaso,UNHCR,14
Africa,Sub-Saharan Africa,Somalia,Bosaso,WFP,29
Africa,Sub-Saharan Africa,Somalia,Bosaso,WHO,2
Africa,Sub-Saharan Africa,Somalia,Dhobley,UNHCR,4
Africa,Sub-Saharan Africa,Somalia,Dhuusamarreeb,UN,4
Africa,Sub-Saharan Africa,Somalia,Dhuusamarreeb,WFP,4
Africa,Sub-Saharan Africa,Somalia,Dolow,UNDP,1
Africa,Sub-Saharan Africa,Somalia,Dolow,UNHCR,7
Africa,Sub-Saharan Africa,Somalia,Dolow,UNICEF,1
Africa,Sub-Saharan Africa,Somalia,Dolow,WFP,12
Africa,Sub-Saharan Africa,Somalia,Gaalkacyo,UN,3
Africa,Sub-Saharan Africa,Somalia,Gaalkacyo,UNDP,2
Africa,Sub-Saharan Africa,Somalia,Gaalkacyo,UNHCR,18
Africa,Sub-Saharan Africa,Somalia,Gaalkacyo,WFP,24
Africa,Sub-Saharan Africa,Somalia,Garowe,ILO,1
Africa,Sub-Saharan Africa,Somalia,Garowe,IOM,3
Africa,Sub-Saharan Africa,Somalia,Garowe,UN,31
Africa,Sub-Saharan Africa,Somalia,Garowe,UNDP,13
Africa,Sub-Saharan Africa,Somalia,Garowe,UNFPA,6
Africa,Sub-Saharan Africa,Somalia,Garowe,UNHCR,3
Africa,Sub-Saharan Africa,Somalia,Garowe,UNICEF,44
Africa,Sub-Saharan Africa,Somalia,Garowe,WFP,30
Africa,Sub-Saharan Africa,Somalia,Garowe,WHO,10
Africa,Sub-Saharan Africa,Somalia,Gedo Region,UN,1
Africa,Sub-Saharan Africa,Somalia,Gedo Region,WFP,3
Africa,Sub-Saharan Africa,Somalia,Hargeisa,FAO,1
Africa,Sub-Saharan Africa,Somalia,Hargeisa,ILO,2
Africa,Sub-Saharan Africa,Somalia,Hargeisa,IOM,13
Africa,Sub-Saharan Africa,Somalia,Hargeisa,UN,21
Africa,Sub-Saharan Africa,Somalia,Hargeisa,UNDP,17
Africa,Sub-Saharan Africa,Somalia,Hargeisa,UNFPA,8
Africa,Sub-Saharan Africa,Somalia,Hargeisa,UNHCR,23
Africa,Sub-Saharan Africa,Somalia,Hargeisa,UNICEF,48
Africa,Sub-Saharan Africa,Somalia,Hargeisa,WFP,42
Africa,Sub-Saharan Africa,Somalia,Hargeisa,WHO,21
Africa,Sub-Saharan Africa,Somalia,Jowhar,UN,14
Africa,Sub-Saharan Africa,Somalia,Jowhar,UNOPS,1
Africa,Sub-Saharan Africa,Somalia,Kismayo,UN,37
Africa,Sub-Saharan Africa,Somalia,Kismayo,UNHCR,8
Africa,Sub-Saharan Africa,Somalia,Kismayo,WFP,9
Africa,Sub-Saharan Africa,Somalia,Mogadishu,FAO,10
Africa,Sub-Saharan Africa,Somalia,Mogadishu,ICAO,1
Africa,Sub-Saharan Africa,Somalia,Mogadishu,ILO,6
Africa,Sub-Saharan Africa,Somalia,Mogadishu,IOM,27
Africa,Sub-Saharan Africa,Somalia,Mogadishu,UN,464
