region,subregion,iso3,country,city,org,year,total_sum_count
Africa,Sub-Saharan Africa,MOZ,Mozambique,Maputo,UNAIDS,2022,6
Africa,Sub-Saharan Africa,MOZ,Mozambique,Maputo,UNDP,2022,37
Africa,Sub-Saharan Africa,MOZ,Mozambique,Maputo,UNESCO,2022,11
Africa,Sub-Saharan Africa,MOZ,Mozambique,Maputo,UNFPA,2022,41
Africa,Sub-Saharan Africa,MOZ,Mozambique,Maputo,UNHCR,2022,37
Africa,Sub-Saharan Africa,MOZ,Mozambique,Maputo,UNICEF,2022,123
Africa,Sub-Saharan Africa,MOZ,Mozambique,Maputo,UNIDO,2022,2
Africa,Sub-Saharan Africa,MOZ,Mozambique,Maputo,UNU,2022,3
Africa,Sub-Saharan Africa,MOZ,Mozambique,Maputo,WFP,2022,66
Africa,Sub-Saharan Africa,MOZ,Mozambique,Maputo,WHO,2022,40
Africa,Sub-Saharan Africa,MOZ,Mozambique,Nampula,ILO,2022,2
Africa,Sub-Saharan Africa,MOZ,Mozambique,Nampula,UNFPA,2022,3
Africa,Sub-Saharan Africa,MOZ,Mozambique,Nampula,UNHCR,2022,18
Africa,Sub-Saharan Africa,MOZ,Mozambique,Nampula,UNICEF,2022,9
Africa,Sub-Saharan Africa,MOZ,Mozambique,Nampula,WFP,2022,1
Africa,Sub-Saharan Africa,MOZ,Mozambique,Pemba,IOM,2022,8
Africa,Sub-Saharan Africa,MOZ,Mozambique,Pemba,UN,2022,5
Africa,Sub-Saharan Africa,MOZ,Mozambique,Pemba,UNDP,2022,3
Africa,Sub-Saharan Africa,MOZ,Mozambique,Pemba,UNFPA,2022,2
Africa,Sub-Saharan Africa,MOZ,Mozambique,Pemba,UNHCR,2022,34
Africa,Sub-Saharan Africa,MOZ,Mozambique,Pemba,UNICEF,2022,18
Africa,Sub-Saharan Africa,MOZ,Mozambique,Pemba,WFP,2022,7
Africa,Sub-Saharan Africa,MOZ,Mozambique,Pemba,WHO,2022,2
Africa,Sub-Saharan Africa,MOZ,Mozambique,Quelimane,UNICEF,2022,9
Africa,Sub-Saharan Africa,MOZ,Mozambique,Tete,WFP,2022,7
Africa,Sub-Saharan Africa,MOZ,Mozambique,Xai Xai,WFP,2022,2
Africa,Sub-Saharan Africa,MRT,Mauritania,Bassikounou,ILO,2022,3
Africa,Sub-Saharan Africa,MRT,Mauritania,Bassikounou,IOM,2022,2
Africa,Sub-Saharan Africa,MRT,Mauritania,Bassikounou,UNHCR,2022,38
Africa,Sub-Saharan Africa,MRT,Mauritania,Bassikounou,UNICEF,2022,8
Africa,Sub-Saharan Africa,MRT,Mauritania,Bassikounou,WFP,2022,18
Africa,Sub-Saharan Africa,MRT,Mauritania,Kaedi,WFP,2022,9
Africa,Sub-Saharan Africa,MRT,Mauritania,Kiffa,UNICEF,2022,2
Africa,Sub-Saharan Africa,MRT,Mauritania,Kiffa,WFP,2022,14
Africa,Sub-Saharan Africa,MRT,Mauritania,Nouadhibou,UNHCR,2022,3
Africa,Sub-Saharan Africa,MRT,Mauritania,Nouakchott,FAO,2022,6
Africa,Sub-Saharan Africa,MRT,Mauritania,Nouakchott,ILO,2022,21
Africa,Sub-Saharan Africa,MRT,Mauritania,Nouakchott,IOM,2022,12
Africa,Sub-Saharan Africa,MRT,Mauritania,Nouakchott,UN,2022,18
Africa,Sub-Saharan Africa,MRT,Mauritania,Nouakchott,UNAIDS,2022,3
Africa,Sub-Saharan Africa,MRT,Mauritania,Nouakchott,UNDP,2022,29
Africa,Sub-Saharan Africa,MRT,Mauritania,Nouakchott,UNESCO,2022,2
Africa,Sub-Saharan Africa,MRT,Mauritania,Nouakchott,UNFPA,2022,19
Africa,Sub-Saharan Africa,MRT,Mauritania,Nouakchott,UNHCR,2022,34
Africa,Sub-Saharan Africa,MRT,Mauritania,Nouakchott,UNICEF,2022,63
Africa,Sub-Saharan Africa,MRT,Mauritania,Nouakchott,WFP,2022,62
Africa,Sub-Saharan Africa,MRT,Mauritania,Nouakchott,WHO,2022,19
Africa,Sub-Saharan Africa,MRT,Mauritania,Selibaby,ILO,2022,2
Africa,Sub-Saharan Africa,MUS,Mauritius,Port Louis,ILO,2022,1
Africa,Sub-Saharan Africa,MUS,Mauritius,Port Louis,IOM,2022,3
Africa,Sub-Saharan Africa,MUS,Mauritius,Port Louis,UN,2022,10
Africa,Sub-Saharan Africa,MUS,Mauritius,Port Louis,UNDP,2022,16
Africa,Sub-Saharan Africa,MUS,Mauritius,Port Louis,UNFPA,2022,1
Africa,Sub-Saharan Africa,MUS,Mauritius,Port Louis,UNOPS,2022,1
Africa,Sub-Saharan Africa,MUS,Mauritius,Port Louis,WHO,2022,9
Africa,Sub-Saharan Africa,MWI,Malawi,Blantyre,WFP,2022,38
Africa,Sub-Saharan Africa,MWI,Malawi,Karonga,UNHCR,2022,2
Africa,Sub-Saharan Africa,MWI,Malawi,Lilongwe,FAO,2022,11
Africa,Sub-Saharan Africa,MWI,Malawi,Lilongwe,IFAD,2022,2
Africa,Sub-Saharan Africa,MWI,Malawi,Lilongwe,ILO,2022,14
Africa,Sub-Saharan Africa,MWI,Malawi,Lilongwe,IOM,2022,12
Africa,Sub-Saharan Africa,MWI,Malawi,Lilongwe,UN,2022,11
Africa,Sub-Saharan Africa,MWI,Malawi,Lilongwe,UN WOMEN,2022,9
Africa,Sub-Saharan Africa,MWI,Malawi,Lilongwe,UNAIDS,2022,5
Africa,Sub-Saharan Africa,MWI,Malawi,Lilongwe,UNDP,2022,60
Africa,Sub-Saharan Africa,MWI,Malawi,Lilongwe,UNESCO,2022,2
Africa,Sub-Saharan Africa,MWI,Malawi,Lilongwe,UNFPA,2022,34
Africa,Sub-Saharan Africa,MWI,Malawi,Lilongwe,UNHCR,2022,28
Africa,Sub-Saharan Africa,MWI,Malawi,Lilongwe,UNICEF,2022,126
Africa,Sub-Saharan Africa,MWI,Malawi,Lilongwe,WFP,2022,61
Africa,Sub-Saharan Africa,MWI,Malawi,Lilongwe,WHO,2022,28
Africa,Sub-Saharan Africa,NAM,Namibia,Windhoek,FAO,2022,6
Africa,Sub-Saharan Africa,NAM,Namibia,Windhoek,ILO,2022,2
Africa,Sub-Saharan Africa,NAM,Namibia,Windhoek,UN,2022,11
Africa,Sub-Saharan Africa,NAM,Namibia,Windhoek,UNAIDS,2022,6
Africa,Sub-Saharan Africa,NAM,Namibia,Windhoek,UNDP,2022,19
Africa,Sub-Saharan Africa,NAM,Namibia,Windhoek,UNESCO,2022,9
Africa,Sub-Saharan Africa,NAM,Namibia,Windhoek,UNFPA,2022,11
Africa,Sub-Saharan Africa,NAM,Namibia,Windhoek,UNHCR,2022,4
Africa,Sub-Saharan Africa,NAM,Namibia,Windhoek,UNICEF,2022,29
Africa,Sub-Saharan Africa,NAM,Namibia,Windhoek,UNOPS,2022,1
Africa,Sub-Saharan Africa,NAM,Namibia,Windhoek,WFP,2022,6
Africa,Sub-Saharan Africa,NAM,Namibia,Windhoek,WHO,2022,14
Africa,Sub-Saharan Africa,NER,Niger,Abala,UNHCR,2022,12
Africa,Sub-Saharan Africa,NER,Niger,Agadez,IOM,2022,18
Africa,Sub-Saharan Africa,NER,Niger,Agadez,UNHCR,2022,15
Africa,Sub-Saharan Africa,NER,Niger,Agadez,UNICEF,2022,4
Africa,Sub-Saharan Africa,NER,Niger,Agadez,WFP,2022,8
Africa,Sub-Saharan Africa,NER,Niger,Arlit,IOM,2022,8
Africa,Sub-Saharan Africa,NER,Niger,Diffa,IOM,2022,11
Africa,Sub-Saharan Africa,NER,Niger,Diffa,UN,2022,2
Africa,Sub-Saharan Africa,NER,Niger,Diffa,UNDP,2022,1
Africa,Sub-Saharan Africa,NER,Niger,Diffa,UNHCR,2022,33
Africa,Sub-Saharan Africa,NER,Niger,Diffa,UNICEF,2022,23
Africa,Sub-Saharan Africa,NER,Niger,Diffa,WFP,2022,26
Africa,Sub-Saharan Africa,NER,Niger,Diffa,WHO,2022,2
Africa,Sub-Saharan Africa,NER,Niger,Dirkou,IOM,2022,9
Africa,Sub-Saharan Africa,NER,Niger,Maradi,IOM,2022,5
Africa,Sub-Saharan Africa,NER,Niger,Maradi,UNHCR,2022,18
Africa,Sub-Saharan Africa,NER,Niger,Maradi,UNICEF,2022,28
Africa,Sub-Saharan Africa,NER,Niger,Maradi,WFP,2022,30
Africa,Sub-Saharan Africa,NER,Niger,Maradi,WHO,2022,2
Africa,Sub-Saharan Africa,NER,Niger,Niamey,FAO,2022,12
Africa,Sub-Saharan Africa,NER,Niger,Niamey,IFAD,2022,4
Africa,Sub-Saharan Africa,NER,Niger,Niamey,ILO,2022,6
Africa,Sub-Saharan Africa,NER,Niger,Niamey,IOM,2022,112
Africa,Sub-Saharan Africa,NER,Niger,Niamey,UN,2022,42
Africa,Sub-Saharan Africa,NER,Niger,Niamey,UN WOMEN,2022,5
Africa,Sub-Saharan Africa,NER,Niger,Niamey,UNAIDS,2022,2
Africa,Sub-Saharan Africa,NER,Niger,Niamey,UNDP,2022,50
Africa,Sub-Saharan Africa,NER,Niger,Niamey,UNESCO,2022,3
Africa,Sub-Saharan Africa,NER,Niger,Niamey,UNFPA,2022,34
Africa,Sub-Saharan Africa,NER,Niger,Niamey,UNHCR,2022,113
Africa,Sub-Saharan Africa,NER,Niger,Niamey,UNICEF,2022,119
Africa,Sub-Saharan Africa,NER,Niger,Niamey,UNOPS,2022,1
Africa,Sub-Saharan Africa,NER,Niger,Niamey,WFP,2022,154
Africa,Sub-Saharan Africa,NER,Niger,Niamey,WHO,2022,36
Africa,Sub-Saharan Africa,NER,Niger,Ouallam,UNHCR,2022,10
Africa,Sub-Saharan Africa,NER,Niger,Tahoua,IOM,2022,9
Africa,Sub-Saharan Africa,NER,Niger,Tahoua,UN,2022,1
Africa,Sub-Saharan Africa,NER,Niger,Tahoua,UNFPA,2022,4
Africa,Sub-Saharan Africa,NER,Niger,Tahoua,UNHCR,2022,14
Africa,Sub-Saharan Africa,NER,Niger,Tahoua,UNICEF,2022,20
Africa,Sub-Saharan Africa,NER,Niger,Tahoua,WFP,2022,25
Africa,Sub-Saharan Africa,NER,Niger,Tahoua,WHO,2022,1
Africa,Sub-Saharan Africa,NER,Niger,Tillabery,ILO,2022,2
Africa,Sub-Saharan Africa,NER,Niger,Tillabery,IOM,2022,5
Africa,Sub-Saharan Africa,NER,Niger,Tillabery,UN,2022,1
Africa,Sub-Saharan Africa,NER,Niger,Tillabery,UNHCR,2022,13
Africa,Sub-Saharan Africa,NER,Niger,Tillabery,WHO,2022,2
Africa,Sub-Saharan Africa,NER,Niger,Zinder,IOM,2022,2
Africa,Sub-Saharan Africa,NER,Niger,Zinder,WFP,2022,27
Africa,Sub-Saharan Africa,NGA,Nigeria,Abuja,FAO,2022,7
Africa,Sub-Saharan Africa,NGA,Nigeria,Abuja,IFAD,2022,4
Africa,Sub-Saharan Africa,NGA,Nigeria,Abuja,ILO,2022,24
Africa,Sub-Saharan Africa,NGA,Nigeria,Abuja,IOM,2022,50
Africa,Sub-Saharan Africa,NGA,Nigeria,Abuja,UN,2022,29
Africa,Sub-Saharan Africa,NGA,Nigeria,Abuja,UN WOMEN,2022,9
Africa,Sub-Saharan Africa,NGA,Nigeria,Abuja,UNAIDS,2022,12
Africa,Sub-Saharan Africa,NGA,Nigeria,Abuja,UNDP,2022,78
Africa,Sub-Saharan Africa,NGA,Nigeria,Abuja,UNESCO,2022,17
Africa,Sub-Saharan Africa,NGA,Nigeria,Abuja,UNFPA,2022,35
Africa,Sub-Saharan Africa,NGA,Nigeria,Abuja,UNHCR,2022,45
Africa,Sub-Saharan Africa,NGA,Nigeria,Abuja,UNICEF,2022,129
Africa,Sub-Saharan Africa,NGA,Nigeria,Abuja,UNIDO,2022,8
Africa,Sub-Saharan Africa,NGA,Nigeria,Abuja,WFP,2022,99
Africa,Sub-Saharan Africa,NGA,Nigeria,Abuja,WHO,2022,85
Africa,Sub-Saharan Africa,NGA,Nigeria,Abuja,WIPO,2022,1
Africa,Sub-Saharan Africa,NGA,Nigeria,Abuja,WMO,2022,5
Africa,Sub-Saharan Africa,NGA,Nigeria,Adikpo,UNHCR,2022,10
Africa,Sub-Saharan Africa,NGA,Nigeria,Akure,UNICEF,2022,13
Africa,Sub-Saharan Africa,NGA,Nigeria,Bama,UNDP,2022,1
Africa,Sub-Saharan Africa,NGA,Nigeria,Bama,UNHCR,2022,1
Africa,Sub-Saharan Africa,NGA,Nigeria,Banki,UNDP,2022,1
Africa,Sub-Saharan Africa,NGA,Nigeria,Banki,UNHCR,2022,1
Africa,Sub-Saharan Africa,NGA,Nigeria,Bauchi,UNFPA,2022,2
Africa,Sub-Saharan Africa,NGA,Nigeria,Bauchi,UNICEF,2022,35
Africa,Sub-Saharan Africa,NGA,Nigeria,Bauchi,WHO,2022,27
Africa,Sub-Saharan Africa,NGA,Nigeria,Calabar,UNFPA,2022,4
Africa,Sub-Saharan Africa,NGA,Nigeria,Calabar,UNHCR,2022,7
Africa,Sub-Saharan Africa,NGA,Nigeria,Calabar,WHO,2022,4
Africa,Sub-Saharan Africa,NGA,Nigeria,Damaturu,UN,2022,1
Africa,Sub-Saharan Africa,NGA,Nigeria,Damaturu,UNDP,2022,1
Africa,Sub-Saharan Africa,NGA,Nigeria,Damaturu,UNFPA,2022,2
Africa,Sub-Saharan Africa,NGA,Nigeria,Damaturu,UNHCR,2022,1
Africa,Sub-Saharan Africa,NGA,Nigeria,Damaturu,WFP,2022,40
Africa,Sub-Saharan Africa,NGA,Nigeria,Damaturu,WHO,2022,6
Africa,Sub-Saharan Africa,NGA,Nigeria,Dutse,UNDP,2022,1
Africa,Sub-Saharan Africa,NGA,Nigeria,Enugu,UN,2022,1
Africa,Sub-Saharan Africa,NGA,Nigeria,Enugu,UNICEF,2022,26
Africa,Sub-Saharan Africa,NGA,Nigeria,Enugu,WHO,2022,24
Africa,Sub-Saharan Africa,NGA,Nigeria,Gembu,UNHCR,2022,2
Africa,Sub-Saharan Africa,NGA,Nigeria,Gombe,UNFPA,2022,2
Africa,Sub-Saharan Africa,NGA,Nigeria,Gwoza,UNDP,2022,1
Africa,Sub-Saharan Africa,NGA,Nigeria,Gwoza,UNHCR,2022,1
Africa,Sub-Saharan Africa,NGA,Nigeria,Ibadan,UNFPA,2022,1
Africa,Sub-Saharan Africa,NGA,Nigeria,Ibadan,WHO,2022,29
Africa,Sub-Saharan Africa,NGA,Nigeria,Jigawa,WHO,2022,9
Africa,Sub-Saharan Africa,NGA,Nigeria,Jos,WHO,2022,5
Africa,Sub-Saharan Africa,NGA,Nigeria,Kaduna,UN,2022,2
Africa,Sub-Saharan Africa,NGA,Nigeria,Kaduna,UNFPA,2022,7
Africa,Sub-Saharan Africa,NGA,Nigeria,Kaduna,UNICEF,2022,21
Africa,Sub-Saharan Africa,NGA,Nigeria,Kaduna,WHO,2022,6
Africa,Sub-Saharan Africa,NGA,Nigeria,Kano,UNDP,2022,1
Africa,Sub-Saharan Africa,NGA,Nigeria,Kano,UNICEF,2022,37
Africa,Sub-Saharan Africa,NGA,Nigeria,Kano,WFP,2022,4
Africa,Sub-Saharan Africa,NGA,Nigeria,Kano,WHO,2022,16
Africa,Sub-Saharan Africa,NGA,Nigeria,Katsina,WHO,2022,4
Africa,Sub-Saharan Africa,NGA,Nigeria,Koko-Ogheye,WHO,2022,7
Africa,Sub-Saharan Africa,NGA,Nigeria,Lagos,FAO,2022,2
Africa,Sub-Saharan Africa,NGA,Nigeria,Lagos,IOM,2022,24
Africa,Sub-Saharan Africa,NGA,Nigeria,Lagos,UN,2022,5
Africa,Sub-Saharan Africa,NGA,Nigeria,Lagos,UNAIDS,2022,1
Africa,Sub-Saharan Africa,NGA,Nigeria,Lagos,UNDP,2022,9
Africa,Sub-Saharan Africa,NGA,Nigeria,Lagos,UNFPA,2022,11
Africa,Sub-Saharan Africa,NGA,Nigeria,Lagos,UNHCR,2022,9
Africa,Sub-Saharan Africa,NGA,Nigeria,Lagos,UNICEF,2022,20
Africa,Sub-Saharan Africa,NGA,Nigeria,Lagos,UNIDO,2022,1
Africa,Sub-Saharan Africa,NGA,Nigeria,Lagos,WHO,2022,9
Africa,Sub-Saharan Africa,NGA,Nigeria,Maiduguri,FAO,2022,3
Africa,Sub-Saharan Africa,NGA,Nigeria,Maiduguri,IOM,2022,7
Africa,Sub-Saharan Africa,NGA,Nigeria,Maiduguri,UN,2022,18
Africa,Sub-Saharan Africa,NGA,Nigeria,Maiduguri,UNDP,2022,37
Africa,Sub-Saharan Africa,NGA,Nigeria,Maiduguri,UNFPA,2022,6
Africa,Sub-Saharan Africa,NGA,Nigeria,Maiduguri,UNHCR,2022,45
Africa,Sub-Saharan Africa,NGA,Nigeria,Maiduguri,UNICEF,2022,61
Africa,Sub-Saharan Africa,NGA,Nigeria,Maiduguri,UNOPS,2022,1
Africa,Sub-Saharan Africa,NGA,Nigeria,Maiduguri,WFP,2022,127
Africa,Sub-Saharan Africa,NGA,Nigeria,Maiduguri,WHO,2022,14
Africa,Sub-Saharan Africa,NGA,Nigeria,Makurdi,UNHCR,2022,1
Africa,Sub-Saharan Africa,NGA,Nigeria,Minna,WHO,2022,28
Africa,Sub-Saharan Africa,NGA,Nigeria,Moguno,UNDP,2022,1
Africa,Sub-Saharan Africa,NGA,Nigeria,Moguno,UNHCR,2022,1
Africa,Sub-Saharan Africa,NGA,Nigeria,Mubi,UNHCR,2022,1
Africa,Sub-Saharan Africa,NGA,Nigeria,Ngala,UNDP,2022,1
Africa,Sub-Saharan Africa,NGA,Nigeria,Ogoja,UNHCR,2022,33
Africa,Sub-Saharan Africa,NGA,Nigeria,Port Harcourt,UN,2022,1
Africa,Sub-Saharan Africa,NGA,Nigeria,Port Harcourt,UNICEF,2022,12
Africa,Sub-Saharan Africa,NGA,Nigeria,Port Harcourt,WFP,2022,3
Africa,Sub-Saharan Africa,NGA,Nigeria,Port Harcourt,WHO,2022,23
Africa,Sub-Saharan Africa,NGA,Nigeria,Sokoto,UNDP,2022,1
Africa,Sub-Saharan Africa,NGA,Nigeria,Sokoto,UNFPA,2022,2
Africa,Sub-Saharan Africa,NGA,Nigeria,Sokoto,UNICEF,2022,25
Africa,Sub-Saharan Africa,NGA,Nigeria,Sokoto,WHO,2022,6
Africa,Sub-Saharan Africa,NGA,Nigeria,Takum,UNHCR,2022,7
Africa,Sub-Saharan Africa,NGA,Nigeria,Umuahia,WHO,2022,7
Africa,Sub-Saharan Africa,NGA,Nigeria,Yola,IOM,2022,1
Africa,Sub-Saharan Africa,NGA,Nigeria,Yola,UN,2022,1
Africa,Sub-Saharan Africa,NGA,Nigeria,Yola,UNDP,2022,1
Africa,Sub-Saharan Africa,NGA,Nigeria,Yola,UNFPA,2022,2
Africa,Sub-Saharan Africa,NGA,Nigeria,Yola,UNHCR,2022,9
Africa,Sub-Saharan Africa,NGA,Nigeria,Zamfara,WHO,2022,5
Africa,Sub-Saharan Africa,RWA,Rwanda,Butare,UNHCR,2022,16
Africa,Sub-Saharan Africa,RWA,Rwanda,Butare,WFP,2022,6
Africa,Sub-Saharan Africa,RWA,Rwanda,Kabarore,UNHCR,2022,21
Africa,Sub-Saharan Africa,RWA,Rwanda,Kibuye,UNHCR,2022,21
Africa,Sub-Saharan Africa,RWA,Rwanda,Kibuye,WFP,2022,1
Africa,Sub-Saharan Africa,RWA,Rwanda,Kigali,FAO,2022,6
Africa,Sub-Saharan Africa,RWA,Rwanda,Kigali,IFAD,2022,2
Africa,Sub-Saharan Africa,RWA,Rwanda,Kigali,ILO,2022,3
Africa,Sub-Saharan Africa,RWA,Rwanda,Kigali,IOM,2022,85
Africa,Sub-Saharan Africa,RWA,Rwanda,Kigali,UN,2022,67
Africa,Sub-Saharan Africa,RWA,Rwanda,Kigali,UN WOMEN,2022,6
Africa,Sub-Saharan Africa,RWA,Rwanda,Kigali,UNAIDS,2022,6
Africa,Sub-Saharan Africa,RWA,Rwanda,Kigali,UNDP,2022,43
Africa,Sub-Saharan Africa,RWA,Rwanda,Kigali,UNESCO,2022,1
Africa,Sub-Saharan Africa,RWA,Rwanda,Kigali,UNFPA,2022,19
Africa,Sub-Saharan Africa,RWA,Rwanda,Kigali,UNHCR,2022,109
Africa,Sub-Saharan Africa,RWA,Rwanda,Kigali,UNICEF,2022,72
Africa,Sub-Saharan Africa,RWA,Rwanda,Kigali,UNIDO,2022,1
Africa,Sub-Saharan Africa,RWA,Rwanda,Kigali,WFP,2022,77
Africa,Sub-Saharan Africa,RWA,Rwanda,Kigali,WHO,2022,21
Africa,Sub-Saharan Africa,RWA,Rwanda,Kirehe,UNHCR,2022,27
Africa,Sub-Saharan Africa,RWA,Rwanda,Kirehe,WFP,2022,5
Africa,Sub-Saharan Africa,RWA,Rwanda,Rusizi,IOM,2022,1
Africa,Sub-Saharan Africa,SEN,Senegal,Dakar,FAO,2022,29
Africa,Sub-Saharan Africa,SEN,Senegal,Dakar,ICAO,2022,22
Africa,Sub-Saharan Africa,SEN,Senegal,Dakar,IFAD,2022,10
Africa,Sub-Saharan Africa,SEN,Senegal,Dakar,ILO,2022,40
Africa,Sub-Saharan Africa,SEN,Senegal,Dakar,IOM,2022,78
Africa,Sub-Saharan Africa,SEN,Senegal,Dakar,ITU,2022,3
Africa,Sub-Saharan Africa,SEN,Senegal,Dakar,UN,2022,173
Africa,Sub-Saharan Africa,SEN,Senegal,Dakar,UN WOMEN,2022,24
Africa,Sub-Saharan Africa,SEN,Senegal,Dakar,UNAIDS,2022,21
Africa,Sub-Saharan Africa,SEN,Senegal,Dakar,UNDP,2022,109
Africa,Sub-Saharan Africa,SEN,Senegal,Dakar,UNESCO,2022,74
Africa,Sub-Saharan Africa,SEN,Senegal,Dakar,UNFPA,2022,62
Africa,Sub-Saharan Africa,SEN,Senegal,Dakar,UNHCR,2022,117
Africa,Sub-Saharan Africa,SEN,Senegal,Dakar,UNICEF,2022,217
Africa,Sub-Saharan Africa,SEN,Senegal,Dakar,UNIDO,2022,3
Africa,Sub-Saharan Africa,SEN,Senegal,Dakar,UNOPS,2022,4
Africa,Sub-Saharan Africa,SEN,Senegal,Dakar,WFP,2022,162
Africa,Sub-Saharan Africa,SEN,Senegal,Dakar,WHO,2022,41
Africa,Sub-Saharan Africa,SEN,Senegal,Kaolack,WFP,2022,2
Africa,Sub-Saharan Africa,SEN,Senegal,Kolda,UNICEF,2022,10
Africa,Sub-Saharan Africa,SEN,Senegal,Kolda,WFP,2022,2
Africa,Sub-Saharan Africa,SEN,Senegal,Ziguinchor,WFP,2022,1
Africa,Sub-Saharan Africa,SLE,Sierra Leone,Freetown,FAO,2022,7
Africa,Sub-Saharan Africa,SLE,Sierra Leone,Freetown,IFAD,2022,1
Africa,Sub-Saharan Africa,SLE,Sierra Leone,Freetown,ILO,2022,9
Africa,Sub-Saharan Africa,SLE,Sierra Leone,Freetown,IOM,2022,22
Africa,Sub-Saharan Africa,SLE,Sierra Leone,Freetown,UN,2022,14
Africa,Sub-Saharan Africa,SLE,Sierra Leone,Freetown,UN WOMEN,2022,5
Africa,Sub-Saharan Africa,SLE,Sierra Leone,Freetown,UNAIDS,2022,4
Africa,Sub-Saharan Africa,SLE,Sierra Leone,Freetown,UNDP,2022,45
Africa,Sub-Saharan Africa,SLE,Sierra Leone,Freetown,UNFPA,2022,34
Africa,Sub-Saharan Africa,SLE,Sierra Leone,Freetown,UNICEF,2022,98
Africa,Sub-Saharan Africa,SLE,Sierra Leone,Freetown,UNIDO,2022,2
Africa,Sub-Saharan Africa,SLE,Sierra Leone,Freetown,WFP,2022,57
Africa,Sub-Saharan Africa,SLE,Sierra Leone,Freetown,WHO,2022,49
Africa,Sub-Saharan Africa,SLE,Sierra Leone,Kenema,UNICEF,2022,7
Africa,Sub-Saharan Africa,SLE,Sierra Leone,Kenema,WFP,2022,8
Africa,Sub-Saharan Africa,SLE,Sierra Leone,Makeni,UNICEF,2022,4
Africa,Sub-Saharan Africa,SLE,Sierra Leone,Makeni,WFP,2022,9
Africa,Sub-Saharan Africa,SOM,Somalia,Baidoa,ILO,2022,3
Africa,Sub-Saharan Africa,SOM,Somalia,Baidoa,IOM,2022,2
Africa,Sub-Saharan Africa,SOM,Somalia,Baidoa,UN,2022,39
Africa,Sub-Saharan Africa,SOM,Somalia,Baidoa,UNDP,2022,1
Africa,Sub-Saharan Africa,SOM,Somalia,Baidoa,UNHCR,2022,6
Africa,Sub-Saharan Africa,SOM,Somalia,Baidoa,UNICEF,2022,16
Africa,Sub-Saharan Africa,SOM,Somalia,Baidoa,WFP,2022,12
Africa,Sub-Saharan Africa,SOM,Somalia,Baidoa,WHO,2022,1
Africa,Sub-Saharan Africa,SOM,Somalia,Belet Weyne,UN,2022,23
Africa,Sub-Saharan Africa,SOM,Somalia,Belet Weyne,UNDP,2022,1
Africa,Sub-Saharan Africa,SOM,Somalia,Belet Weyne,WFP,2022,7
Africa,Sub-Saharan Africa,SOM,Somalia,Berbera,UNHCR,2022,2
Africa,Sub-Saharan Africa,SOM,Somalia,Berbera,WFP,2022,13
Africa,Sub-Saharan Africa,SOM,Somalia,Bosaso,IOM,2022,1
Africa,Sub-Saharan Africa,SOM,Somalia,Bosaso,UN,2022,2
Africa,Sub-Saharan Africa,SOM,Somalia,Bosaso,UNDP,2022,1
Africa,Sub-Saharan Africa,SOM,Somalia,Bosaso,UNHCR,2022,15
Africa,Sub-Saharan Africa,SOM,Somalia,Bosaso,WFP,2022,31
Africa,Sub-Saharan Africa,SOM,Somalia,Bur Dhubo,WFP,2022,1
Africa,Sub-Saharan Africa,SOM,Somalia,Dhobley,UNHCR,2022,4
Africa,Sub-Saharan Africa,SOM,Somalia,Dhuusamarreeb,UN,2022,2
Africa,Sub-Saharan Africa,SOM,Somalia,Dhuusamarreeb,WFP,2022,2
Africa,Sub-Saharan Africa,SOM,Somalia,Dolow,IOM,2022,1
Africa,Sub-Saharan Africa,SOM,Somalia,Dolow,UNDP,2022,1
Africa,Sub-Saharan Africa,SOM,Somalia,Dolow,UNHCR,2022,6
Africa,Sub-Saharan Africa,SOM,Somalia,Dolow,UNICEF,2022,2
Africa,Sub-Saharan Africa,SOM,Somalia,Dolow,WFP,2022,20
Africa,Sub-Saharan Africa,SOM,Somalia,Gaalkacyo,UN,2022,4
Africa,Sub-Saharan Africa,SOM,Somalia,Gaalkacyo,UNDP,2022,2
Africa,Sub-Saharan Africa,SOM,Somalia,Gaalkacyo,UNHCR,2022,17
Africa,Sub-Saharan Africa,SOM,Somalia,Gaalkacyo,WFP,2022,24
Africa,Sub-Saharan Africa,SOM,Somalia,Garowe,ILO,2022,1
Africa,Sub-Saharan Africa,SOM,Somalia,Garowe,IOM,2022,4
Africa,Sub-Saharan Africa,SOM,Somalia,Garowe,UN,2022,31
Africa,Sub-Saharan Africa,SOM,Somalia,Garowe,UNDP,2022,12
Africa,Sub-Saharan Africa,SOM,Somalia,Garowe,UNFPA,2022,5
Africa,Sub-Saharan Africa,SOM,Somalia,Garowe,UNHCR,2022,3
Africa,Sub-Saharan Africa,SOM,Somalia,Garowe,UNICEF,2022,42
Africa,Sub-Saharan Africa,SOM,Somalia,Garowe,WFP,2022,39
Africa,Sub-Saharan Africa,SOM,Somalia,Garowe,WHO,2022,13
Africa,Sub-Saharan Africa,SOM,Somalia,Gedo Region,WFP,2022,2
Africa,Sub-Saharan Africa,SOM,Somalia,Hargeisa,FAO,2022,1
Africa,Sub-Saharan Africa,SOM,Somalia,Hargeisa,ILO,2022,3
Africa,Sub-Saharan Africa,SOM,Somalia,Hargeisa,IOM,2022,12
Africa,Sub-Saharan Africa,SOM,Somalia,Hargeisa,UN,2022,16
Africa,Sub-Saharan Africa,SOM,Somalia,Hargeisa,UNDP,2022,14
